TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
163539739,8,Period,1711.898,1.828,0.0,0.154,0.008,0.002,4.128,0.008,0.2581,0.3609,1.0,0.307,0.001,8.306
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
163539739,8,Period,1711.898,1.828,0.0,0.154,0.008,0.002,4.128,0.008,0.2581,0.3609,1.0,0.307,0.001,8.306
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
163539739,8,Period,1711.898,1.828,0.0,0.154,0.008,0.002,4.128,0.008,0.2581,0.3609,1.0,0.307,0.001,8.306
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
163539739,8,Period,1711.898,1.828,0.0,0.154,0.008,0.002,4.128,0.008,0.2581,0.3609,1.0,0.307,0.001,8.306
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
163539739,8,Period,1711.898,1.828,0.0,0.154,0.008,0.002,4.128,0.008,0.2581,0.3609,1.0,0.307,0.001,8.306
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
163539739,8,Period,1711.898,1.828,0.0,0.154,0.008,0.002,4.128,0.008,0.2581,0.3609,1.0,0.307,0.001,8.306
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
163539739,8,Period,1711.898,1.828,0.0,0.154,0.008,0.002,4.128,0.008,0.2581,0.3609,1.0,0.307,0.001,8.306
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
163539739,8,Period,1711.898,1.828,0.0,0.154,0.008,0.002,4.128,0.008,0.2581,0.3609,1.0,0.307,0.001,8.306
