TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
298074836,2,Single,1846.967,952.534,0.0,0.293,0.012,0.0,1045.977,0.008,0.1529,0.4604,1.0,0.587,0.004,3.416
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
298074836,2.0,Single,1846.967,952.534,0.0,0.293,0.012,0.0,1045.977,0.008,0.1529,0.4604,1.0,0.587,0.004,3.416
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
298074836,2.0,Single,1846.967,952.534,0.0,0.293,0.012,0.0,1045.977,0.008,0.1529,0.4604,1.0,0.587,0.004,3.416
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
298074836,2.0,Single,1846.967,952.534,0.0,0.293,0.012,0.0,1045.977,0.008,0.1529,0.4604,1.0,0.587,0.004,3.416
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
298074836,2.0,Single,1846.967,952.534,0.0,0.293,0.012,0.0,1045.977,0.008,0.1529,0.4604,1.0,0.587,0.004,3.416
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
298074836,2.0,Single,1846.967,952.534,0.0,0.293,0.012,0.0,1045.977,0.008,0.1529,0.4604,1.0,0.587,0.004,3.416
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
298074836,2.0,Single,1846.967,952.534,0.0,0.293,0.012,0.0,1045.977,0.008,0.1529,0.4604,1.0,0.587,0.004,3.416
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
298074836,2.0,Single,1846.967,952.534,0.0,0.293,0.012,0.0,1045.977,0.008,0.1529,0.4604,1.0,0.587,0.004,3.416
