TICID,planet_name,period,T0,Tdur,depth,SNR
220479565,1,10.894,1391.823,0.071,0.001,743.271
220479565,2,24.61,1406.36,0.032,0.001,2574.181
220479565,3,41.81,1421.599,0.134,0.001,1310.745
220479565,4,3.699,2117.691,0.035,0.004,2370.902
220479565,5,3.638,1388.144,0.009,0.002,1868.17
