TIME,PSF_FLUX,APER_FLUX,BKG_FLUX,QUALITY,APER_FLUX_FLAT,APER_FLUX_FLAT_ERR,APER_FLUX_TREND
1573.3020584438818,1674.8699951171875,1.003874073616198,77.50282287597656,0,1.0031454475669657,,1.000726341380504
1573.3228915335017,1672.3359375,1.002514840875473,74.90824127197266,0,1.0019024996548676,,1.0006111784538079
1573.3437246230624,1673.56591796875,1.001921638476354,72.74766540527344,0,1.0012812515400924,,1.0006395674894308
1573.3645577125071,1665.2657470703125,1.000795287171921,71.03523254394531,0,1.0001777416933695,,1.0006174357344786
1573.385390801835,1672.1297607421875,1.001554864879272,69.76118469238281,0,1.0010197641517038,,1.0005345556069232
1573.4062238911044,1672.4239501953125,1.0001942389561511,68.81828308105469,0,0.9997164221314206,,1.0004779523614424
1573.4270569802584,1670.745849609375,1.0006627881935275,68.03396606445312,0,1.0003052883157577,,1.0003573907705434
1573.4478900692957,1670.1956787109375,1.0,67.37542724609375,0,0.999729176480794,,1.0002708968844536
1573.468723158274,1671.0577392578125,1.0021246031538278,66.82603454589844,0,1.001880061578928,,1.0002440826844226
1573.4895562471374,1669.9896240234375,1.0001922591706414,66.2564926147461,0,0.999965531212127,,1.0002267357738217
1573.510389335941,1666.8177490234375,0.9996594768922734,65.67194366455078,0,0.9995131959760389,,1.0001463521610554
1573.531222424629,1664.9207763671875,1.0013501403924567,65.19710540771484,0,1.0011258178002795,,1.0002240703298113
1573.5520555132016,1668.0130615234375,0.9989370018318884,64.77445220947266,0,0.9986935536019562,,1.0002437666980568
1573.572888601715,1667.393310546875,0.9996392390848378,64.44249725341797,0,0.9993341698286585,,1.0003052725158308
1573.5937216901116,1668.803955078125,1.0008417754687124,64.1531982421875,0,1.0005460678621965,,1.0002955462182244
1573.61455477845,1667.0465087890625,0.9995585078312615,63.92949295043945,0,0.9992829325868439,,1.0002757729922438
1573.635387866614,1664.600341796875,0.9983592710899036,63.76314163208008,0,0.9981122305638738,,1.0002475077636213
1573.6562209547783,1664.81884765625,1.0010871222211786,63.66533660888672,0,1.0008635311104046,,1.0002233981994788
1573.6770540427674,1667.6939697265625,1.0005165773673417,63.601192474365234,0,1.0003871313595873,,1.000129395914538
1573.697887130699,1666.9002685546875,0.9991764825532136,63.57383346557617,0,0.9990530494894201,,1.0001235500595855
1573.7187202185146,1663.8211669921875,1.000072225508422,63.56908798217773,0,1.000036827333686,,1.0000353968711637
1573.7395533062704,1670.2576904296875,0.9989896494613776,63.57368087768555,0,0.9989459264914805,,1.000043769105752
