TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
362249359,5,Period,1547.248,2.456,0.0,0.005,0.017,0.0,193.684,0.008,0.2946,0.3316,1.0,0.01,0.0,1152.987
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
362249359,5,Period,1547.248,2.456,0.0,0.005,0.017,0.0,193.684,0.008,0.2946,0.3316,1.0,0.01,0.0,1152.987
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
362249359,5.0,Period,1547.248,2.456,0.0,0.005,0.017,0.0,193.684,0.008,0.2946,0.3316,1.0,0.01,0.0,1152.987
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
362249359,5.0,Period,1547.248,2.456,0.0,0.005,0.017,0.0,193.684,0.008,0.2946,0.3316,1.0,0.01,0.0,1152.987
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
362249359,5.0,Period,1547.248,2.456,0.0,0.005,0.017,0.0,193.684,0.008,0.2946,0.3316,1.0,0.01,0.0,1152.987
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
362249359,5.0,Period,1547.248,2.456,0.0,0.005,0.017,0.0,193.684,0.008,0.2946,0.3316,1.0,0.01,0.0,1152.987
