TICID,planet_name,period,T0,Tdur,depth,SNR
388076422,1,2.571,1742.686,0.009,0.039,1656.925
388076422,2,3.208,1739.61,0.008,0.04,275.188
388076422,3,4.68,1740.294,0.011,0.038,1750.041
388076422,4,5.154,1740.079,0.043,0.064,1429.084
388076422,5,5.773,1742.038,0.012,0.042,1819.052
388076422,6,2.839,1741.1,0.006,0.023,854.261
