TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
219875976,12,Period,1692.88,0.763,0.0,0.002,0.012,0.0,164.069,0.008,0.1555,0.4459,1.0,0.004,0.0,432.661
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
219875976,12,Period,1692.88,0.763,0.0,0.002,0.012,0.0,164.069,0.008,0.1555,0.4459,1.0,0.004,0.0,432.661
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
219875976,12,Period,1692.88,0.763,0.0,0.002,0.012,0.0,164.069,0.008,0.1555,0.4459,1.0,0.004,0.0,432.661
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
219875976,12,Period,1692.88,0.763,0.0,0.002,0.012,0.0,164.069,0.008,0.1555,0.4459,1.0,0.004,0.0,432.661
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
219875976,12,Period,1692.88,0.763,0.0,0.002,0.012,0.0,164.069,0.008,0.1555,0.4459,1.0,0.004,0.0,432.661
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
219875976,12,Period,1692.88,0.763,0.0,0.002,0.012,0.0,164.069,0.008,0.1555,0.4459,1.0,0.004,0.0,432.661
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
219875976,12,Period,1692.88,0.763,0.0,0.002,0.012,0.0,164.069,0.008,0.1555,0.4459,1.0,0.004,0.0,432.661
