TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
343628284,8.0,Period,1734.924,1.637,0.005,0.005,0.068,0.0,165.883,0.008,0.1555,0.4459,1.0,0.01,0.0,1930.066
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
343628284,8.0,Period,1734.924,1.637,0.005,0.005,0.068,0.0,165.883,0.008,0.1555,0.4459,1.0,0.01,0.0,1930.066
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
343628284,8.0,Period,1734.924,1.637,0.005,0.005,0.068,0.0,165.883,0.008,0.1555,0.4459,1.0,0.01,0.0,1930.066
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
343628284,8.0,Period,1734.924,1.637,0.005,0.005,0.068,0.0,165.883,0.008,0.1555,0.4459,1.0,0.01,0.0,1930.066
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
343628284,8.0,Period,1734.924,1.637,0.005,0.005,0.068,0.0,165.883,0.008,0.1555,0.4459,1.0,0.01,0.0,1930.066
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
343628284,8.0,Period,1734.924,1.637,0.005,0.005,0.068,0.0,165.883,0.008,0.1555,0.4459,1.0,0.01,0.0,1930.066
