TICID,planet_name,period,T0,Tdur,depth,SNR
235683377.0,1.0,49.565,1717.208,0.184,0.001,949.549
235683377.0,2.0,16.701,2674.761,0.044,0.002,1491.151
235683377.0,3.0,32.996,2675.727,0.277,0.001,457.444
235683377.0,4.0,5.53,2391.067,0.022,0.002,1056.278
235683377.0,5.0,2.418,2391.132,0.005,0.001,822.555
235683377.0,6.0,4.895,2392.436,0.016,0.001,902.804
