TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
193634953,10,Period,1985.98,45.332,0.009,0.121,0.095,0.0,135.983,0.008,0.2125,0.3984,1.0,0.243,0.01,1514.959
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
193634953,10.0,Period,1985.98,45.332,0.009,0.121,0.095,0.0,135.983,0.008,0.2125,0.3984,1.0,0.243,0.01,1514.959
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
193634953,10.0,Period,1985.98,45.332,0.009,0.121,0.095,0.0,135.983,0.008,0.2125,0.3984,1.0,0.243,0.01,1514.959
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
193634953,10.0,Period,1985.98,45.332,0.009,0.121,0.095,0.0,135.983,0.008,0.2125,0.3984,1.0,0.243,0.01,1514.959
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
193634953,10.0,Period,1985.98,45.332,0.009,0.121,0.095,0.0,135.983,0.008,0.2125,0.3984,1.0,0.243,0.01,1514.959
