TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
181804752,1,Period,1546.499,4.993,0.015,0.052,0.122,0.0,34.137,0.008,0.1998,0.5387,1.0,0.105,0.006,1565.248
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
181804752,1,Period,1546.499,4.993,0.015,0.052,0.122,0.0,34.137,0.008,0.1998,0.5387,1.0,0.105,0.006,1565.248
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
181804752,1,Period,1546.499,4.993,0.015,0.052,0.122,0.0,34.137,0.008,0.1998,0.5387,1.0,0.105,0.006,1565.248
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
181804752,1,Period,1546.499,4.993,0.015,0.052,0.122,0.0,34.137,0.008,0.1998,0.5387,1.0,0.105,0.006,1565.248
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
181804752,1,Period,1546.499,4.993,0.015,0.052,0.122,0.0,34.137,0.008,0.1998,0.5387,1.0,0.105,0.006,1565.248
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
181804752,1,Period,1546.499,4.993,0.015,0.052,0.122,0.0,34.137,0.008,0.1998,0.5387,1.0,0.105,0.006,1565.248
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
181804752,1,Period,1546.499,4.993,0.015,0.052,0.122,0.0,34.137,0.008,0.1998,0.5387,1.0,0.105,0.006,1565.248
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
181804752,1,Period,1546.499,4.993,0.015,0.052,0.122,0.0,34.137,0.008,0.1998,0.5387,1.0,0.105,0.006,1565.248
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
181804752,1.0,Period,1546.499,4.993,0.015,0.052,0.122,0.0,34.137,0.008,0.1998,0.5387,1.0,0.105,0.006,1565.248
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
181804752,1.0,Period,1546.499,4.993,0.015,0.052,0.122,0.0,34.137,0.008,0.1998,0.5387,1.0,0.105,0.006,1565.248
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
181804752,1.0,Period,1546.499,4.993,0.015,0.052,0.122,0.0,34.137,0.008,0.1998,0.5387,1.0,0.105,0.006,1565.248
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
181804752,1.0,Period,1546.499,4.993,0.015,0.052,0.122,0.0,34.137,0.008,0.1998,0.5387,1.0,0.105,0.006,1565.248
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
181804752,1.0,Period,1546.499,4.993,0.015,0.052,0.122,0.0,34.137,0.008,0.1998,0.5387,1.0,0.105,0.006,1565.248
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
181804752,1.0,Period,1546.499,4.993,0.015,0.052,0.122,0.0,34.137,0.008,0.1998,0.5387,1.0,0.105,0.006,1565.248
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
181804752,1.0,Period,1546.499,4.993,0.015,0.052,0.122,0.0,34.137,0.008,0.1998,0.5387,1.0,0.105,0.006,1565.248
