TICID,planet_name,period,T0,Tdur,depth,SNR
166184428,1,8.34,1608.705,0.016,0.002,1232.093
166184428,2,13.921,1607.46,0.017,0.004,2426.403
166184428,3,5.444,2335.561,0.07,0.002,590.938
