TICID,planet_name,period,T0,Tdur,depth,SNR
289164482.0,1.0,1.001,1683.75,0.073,0.0,23.596
289164482.0,2.0,2.679,2392.785,0.034,0.001,556.953
289164482.0,3.0,6.986,2395.85,0.016,0.002,2424.325
289164482.0,4.0,19.039,1683.622,0.157,0.002,503.868
