TIME,RAW_FLUX,RAW_FLUX_ERR,FLUX,FLUX_ERR,FLUX_TREND
1382.4720003752975,1.0037645455870254,0.0019415772815677243,0.9998775164564627,0.000958805423481021,1.0038875052859857
1382.492834187527,1.004010464984946,0.0019415772815677243,1.0001224835435374,0.000958805423481021,1.0038875052859857
1382.513667999756,1.0047146074393896,0.0019415772815677243,1.0008238992407503,0.000958805423481021,1.0038875052859857
1383.701194799517,0.9959308266759964,0.0019415772815677243,0.9964454398230863,0.000958805423481021,0.9994835511042318
1383.722028586834,0.9947829445420766,0.0019415772815677243,0.99512590157374,0.000958805423481021,0.9996553631745279
1383.742862373686,0.9977826128548614,0.0019415772815677243,0.9982642289792778,0.000958805423481021,0.9995175464466869
1383.7636961598391,0.9991589508909215,0.0019415772815677243,0.999650216201787,0.000958805423481021,0.9995085627923616
1383.7845299452924,0.9995867171339842,0.0019415772815677243,1.0002013236603298,0.000958805423481021,0.9993855171835843
1383.8053637300477,1.0006689174510088,0.0019415772815677243,1.0012191402354642,0.000958805423481021,0.9994504471974778
1383.8261975143369,0.9993806717247229,0.0019415772815677243,1.0000297382888252,0.000958805423481021,0.9993509527374526
1383.8470312979289,1.0006039508626103,0.0019415772815677243,1.0011936455520807,0.000958805423481021,0.9994110083577835
1383.8678650808224,0.9980787174522607,0.0019415772815677243,0.9987543071646744,0.000958805423481021,0.9993235676606677
1383.888698863017,1.0013040403555757,0.0019415772815677243,1.0019295736609524,0.000958805423481021,0.9993756713826791
1383.909532644746,0.9997329813614435,0.0019415772815677243,1.0003218739009703,0.000958805423481021,0.9994112969486209
1383.930366425776,1.0008099366694967,0.0019415772815677243,1.0013612350024514,0.000958805423481021,0.9994494510934873
1383.9512002061078,1.000570096713793,0.0019415772815677243,1.0010348297851128,0.000958805423481021,0.9995357473511489
1383.9720339857415,0.9985572053161742,0.0019415772815677243,0.9991142561298035,0.000958805423481021,0.9994424553446098
1383.992867764909,0.999414883487788,0.0019415772815677243,0.9999724127620611,0.000958805423481021,0.9994424553446098
1384.0137015433788,1.0010526375391848,0.0019415772815677243,1.0015379883012723,0.000958805423481021,0.999515394555417
1384.034535321149,0.9984216695161569,0.0019415772815677243,0.9988997354059691,0.000958805423481021,0.99952140753184
1384.055369098221,0.9993887180453046,0.0019415772815677243,0.999718661150788,0.000958805423481021,0.9996699640425801
1384.076202874828,0.997942526026122,0.0019415772815677243,0.9982207681079917,0.000958805423481021,0.999721261978553
1384.0970366507363,1.0001062710340507,0.0019415772815677243,1.0002989239027698,0.000958805423481021,0.9998074047026189
1384.1178704259469,0.9980781810308887,0.0019415772815677243,0.9982891260890995,0.000958805423481021,0.9997886934228792
1384.138704200458,1.0001090127432855,0.0019415772815677243,1.000227220478258,0.000958805423481021,0.9998818191181438
