TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
243185500,9.0,Period,2449.829,2.354,0.0,0.008,0.014,0.0,162.309,0.008,0.1555,0.4459,1.0,0.016,0.0,433.2
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
243185500,9.0,Period,2449.829,2.354,0.0,0.008,0.014,0.0,162.309,0.008,0.1555,0.4459,1.0,0.016,0.0,433.2
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
243185500,9.0,Period,2449.829,2.354,0.0,0.008,0.014,0.0,162.309,0.008,0.1555,0.4459,1.0,0.016,0.0,433.2
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
243185500,9.0,Period,2449.829,2.354,0.0,0.008,0.014,0.0,162.309,0.008,0.1555,0.4459,1.0,0.016,0.0,433.2
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
243185500,9.0,Period,2449.829,2.354,0.0,0.008,0.014,0.0,162.309,0.008,0.1555,0.4459,1.0,0.016,0.0,433.2
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
243185500,9.0,Period,2449.829,2.354,0.0,0.008,0.014,0.0,162.309,0.008,0.1555,0.4459,1.0,0.016,0.0,433.2
