TICID,planet_name,period,T0,Tdur,depth,SNR
336128819,1,10.586,2019.517,0.181,0.001,521.084
336128819,2,12.912,2022.139,0.12,0.001,547.705
336128819,3,19.76,2024.451,0.259,0.001,273.688
336128819,4,7.85,2747.935,0.062,0.004,1768.31
336128819,5,13.997,2019.48,0.095,0.002,117.569
