TICID,planet_name,period,T0,Tdur,depth,SNR
29960110,1,2.493,1411.675,0.056,0.002,272.294
29960110,2,10.922,1411.613,0.236,0.001,128.109
29960110,3,18.526,2146.808,0.128,0.002,760.021
29960110,4,12.25,1421.317,0.199,0.04,3209.484
