TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
118327550,7.0,Period,1358.922,0.432,0.0,0.002,0.013,0.0,137.104,0.008,0.1555,0.4459,1.0,0.004,0.0,390.494
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
118327550,7.0,Period,1358.922,0.432,0.0,0.002,0.013,0.0,137.104,0.008,0.1555,0.4459,1.0,0.004,0.0,390.494
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
118327550,7.0,Period,1358.922,0.432,0.0,0.002,0.013,0.0,137.104,0.008,0.1555,0.4459,1.0,0.004,0.0,390.494
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
118327550,7.0,Period,1358.922,0.432,0.0,0.002,0.013,0.0,137.104,0.008,0.1555,0.4459,1.0,0.004,0.0,390.494
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
118327550,7.0,Period,1358.922,0.432,0.0,0.002,0.013,0.0,137.104,0.008,0.1555,0.4459,1.0,0.004,0.0,390.494
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
118327550,7.0,Period,1358.922,0.432,0.0,0.002,0.013,0.0,137.104,0.008,0.1555,0.4459,1.0,0.004,0.0,390.494
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
118327550,7.0,Period,1358.922,0.432,0.0,0.002,0.013,0.0,137.104,0.008,0.1555,0.4459,1.0,0.004,0.0,390.494
