TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
328081248,2,Period,2776.019,10.37,0.002,0.093,0.047,0.0,37.421,0.01,0.1604,0.4325,1.0,0.186,0.004,730.662
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
328081248,2,Period,2776.019,10.37,0.002,0.093,0.047,0.0,37.421,0.01,0.1604,0.4325,1.0,0.186,0.004,730.662
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
328081248,2,Period,2776.019,10.37,0.002,0.093,0.047,0.0,37.421,0.01,0.1604,0.4325,1.0,0.186,0.004,730.662
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
328081248,2.0,Period,2776.019,10.37,0.002,0.093,0.047,0.0,37.421,0.01,0.1604,0.4325,1.0,0.186,0.004,730.662
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
328081248,2.0,Period,2776.019,10.37,0.002,0.093,0.047,0.0,37.421,0.01,0.1604,0.4325,1.0,0.186,0.004,730.662
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
328081248,2.0,Period,2776.019,10.37,0.002,0.093,0.047,0.0,37.421,0.01,0.1604,0.4325,1.0,0.186,0.004,730.662
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
328081248,2.0,Period,2776.019,10.37,0.002,0.093,0.047,0.0,37.421,0.01,0.1604,0.4325,1.0,0.186,0.004,730.662
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
328081248,2.0,Period,2776.019,10.37,0.002,0.093,0.047,0.0,37.421,0.01,0.1604,0.4325,1.0,0.186,0.004,730.662
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
328081248,2.0,Period,2776.019,10.37,0.002,0.093,0.047,0.0,37.421,0.01,0.1604,0.4325,1.0,0.186,0.004,730.662
