TICID,planet_name,period,T0,Tdur,depth,SNR
307809773,1,1.429,2474.629,0.067,0.0,192.835
307809773,2,5.71,2478.958,0.037,0.001,2347.429
307809773,3,8.307,2475.756,0.046,0.001,2187.382
307809773,4,11.08,2481.297,0.047,0.001,2277.67
307809773,5,2.768,2489.605,0.042,0.001,799.192
