TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
310380289,3,Single,1947.567,951.4,0.0,0.524,0.009,0.0,582.688,0.008,0.2946,0.3316,1.0,1.049,0.005,2.825
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
310380289,3,Single,1947.567,951.4,0.0,0.524,0.009,0.0,582.688,0.008,0.2946,0.3316,1.0,1.049,0.005,2.825
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
310380289,3,Single,1947.567,951.4,0.0,0.524,0.009,0.0,582.688,0.008,0.2946,0.3316,1.0,1.049,0.005,2.825
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
310380289,3.0,Single,1947.567,951.4,0.0,0.524,0.009,0.0,582.688,0.008,0.2946,0.3316,1.0,1.049,0.005,2.825
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
310380289,3.0,Single,1947.567,951.4,0.0,0.524,0.009,0.0,582.688,0.008,0.2946,0.3316,1.0,1.049,0.005,2.825
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
310380289,3.0,Single,1947.567,951.4,0.0,0.524,0.009,0.0,582.688,0.008,0.2946,0.3316,1.0,1.049,0.005,2.825
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
310380289,3.0,Single,1947.567,951.4,0.0,0.524,0.009,0.0,582.688,0.008,0.2946,0.3316,1.0,1.049,0.005,2.825
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
310380289,3.0,Single,1947.567,951.4,0.0,0.524,0.009,0.0,582.688,0.008,0.2946,0.3316,1.0,1.049,0.005,2.825
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
310380289,3.0,Single,1947.567,951.4,0.0,0.524,0.009,0.0,582.688,0.008,0.2946,0.3316,1.0,1.049,0.005,2.825
