TICID,planet_name,period,T0,Tdur,depth,SNR
286201103.0,1.0,1.006,1711.945,0.066,0.0,7.927
286201103.0,2.0,20.877,1716.205,0.088,0.004,720.018
286201103.0,3.0,24.397,1723.245,0.093,0.003,729.317
286201103.0,4.0,13.703,1720.267,0.039,0.003,925.035
