TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
286201103,6,Single,1735.691,1113.023,0.009,0.34,0.087,0.0,1133.404,0.008,0.1606,0.4974,1.0,0.68,0.027,90.962
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
286201103,6,Single,1735.691,1113.023,0.009,0.34,0.087,0.0,1133.404,0.008,0.1606,0.4974,1.0,0.68,0.027,90.962
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
286201103,6,Single,1735.691,1113.023,0.009,0.34,0.087,0.0,1133.404,0.008,0.1606,0.4974,1.0,0.68,0.027,90.962
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
286201103,6.0,Single,1735.691,1113.023,0.009,0.34,0.087,0.0,1133.404,0.008,0.1606,0.4974,1.0,0.68,0.027,90.962
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
286201103,6.0,Single,1735.691,1113.023,0.009,0.34,0.087,0.0,1133.404,0.008,0.1606,0.4974,1.0,0.68,0.027,90.962
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
286201103,6.0,Single,1735.691,1113.023,0.009,0.34,0.087,0.0,1133.404,0.008,0.1606,0.4974,1.0,0.68,0.027,90.962
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
286201103,6.0,Single,1735.691,1113.023,0.009,0.34,0.087,0.0,1133.404,0.008,0.1606,0.4974,1.0,0.68,0.027,90.962
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
286201103,6.0,Single,1735.691,1113.023,0.009,0.34,0.087,0.0,1133.404,0.008,0.1606,0.4974,1.0,0.68,0.027,90.962
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
286201103,6.0,Single,1735.691,1113.023,0.009,0.34,0.087,0.0,1133.404,0.008,0.1606,0.4974,1.0,0.68,0.027,90.962
