TICID,planet_name,period,T0,Tdur,depth,SNR
286201103,1,1.006,1711.945,0.066,0.0,7.927
286201103,2,20.877,1716.205,0.088,0.004,720.018
286201103,3,24.397,1723.245,0.093,0.003,729.317
286201103,4,13.703,1720.267,0.039,0.003,925.035
