TICID,planet_name,period,T0,Tdur,depth,SNR
353475866,1,1.767,1817.676,0.053,0.001,453.841
353475866,2,13.705,1826.193,0.028,0.001,2801.704
353475866,3,19.658,1816.552,0.159,0.0,451.985
353475866,4,10.883,2474.206,0.076,0.001,691.512
353475866,5,3.12,2477.932,0.006,0.0,1138.196
353475866,6,1.935,2475.368,0.01,0.001,1447.14
353475866,7,1.575,2476.919,0.004,0.0,1126.685
