TICID,planet_name,period,T0,Tdur,depth,SNR
20182780.0,1.0,4.353,1931.422,0.083,0.028,1420.306
20182780.0,2.0,10.137,1938.745,0.181,0.015,923.898
20182780.0,3.0,10.884,1938.263,0.098,0.011,775.871
20182780.0,4.0,14.0,2671.717,0.202,0.003,132.525
