TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
151825527,7.0,Period,2284.047,3.635,0.002,0.163,0.042,0.001,7.419,0.009,0.2315,0.3808,1.0,0.325,0.007,328.31
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
151825527,7.0,Period,2284.047,3.635,0.002,0.163,0.042,0.001,7.419,0.009,0.2315,0.3808,1.0,0.325,0.007,328.31
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
151825527,7.0,Period,2284.047,3.635,0.002,0.163,0.042,0.001,7.419,0.009,0.2315,0.3808,1.0,0.325,0.007,328.31
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
151825527,7.0,Period,2284.047,3.635,0.002,0.163,0.042,0.001,7.419,0.009,0.2315,0.3808,1.0,0.325,0.007,328.31
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
151825527,7.0,Period,2284.047,3.635,0.002,0.163,0.042,0.001,7.419,0.009,0.2315,0.3808,1.0,0.325,0.007,328.31
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
151825527,7.0,Period,2284.047,3.635,0.002,0.163,0.042,0.001,7.419,0.009,0.2315,0.3808,1.0,0.325,0.007,328.31
